fips5,year,pqi_mean_rate,pqi_count,population_pqi,population,medi_cal_enrollment,ffs_share,dual_share,medi_cal_share,ed_visits_resident,ed_admit_rate_resident,poverty_pct,age65_pct,disability_pct,county_name_clean
06001,2005,317.36875,46118.0,1102068.0,1102068.0,,,,,,,,,,ALAMEDA
06001,2006,298.125,43862.0,1106823.0,1106823.0,,,,,,,,,,ALAMEDA
06001,2007,292.01875,43736.0,1117973.0,1117973.0,,,,,,,,,,ALAMEDA
06001,2008,278.15,42289.0,1136417.0,1136417.0,,,,,393162.0,0.0129030781204694,,,,ALAMEDA
06001,2009,260.96875,40704.0,1155287.0,1155287.0,,,,,433367.0,0.0117867765658206,,,,ALAMEDA
06001,2010,260.35,41475.0,1169910.0,1169910.0,40458.26388888889,2.8704910238431576,1.162160594165112,0.034582372908077454,430887.0,0.0117617844121544,,35.3,,ALAMEDA
06001,2011,243.68125,39906.0,1186810.0,1186810.0,41786.041666666664,2.6051003873901273,1.159795186789847,0.03520870372398839,439736.0,0.0117161205814397,,35.5,,ALAMEDA
06001,2012,220.51875,36804.0,1173980.0,1173980.0,42312.430555555555,2.183371382523194,1.169073312117696,0.03604186660382251,448518.0,0.0117520367075568,12.0,35.6,9.2,ALAMEDA
06001,2013,201.01875,34502.0,1197759.0,1197759.0,45669.125,1.966193425718871,1.098694504584151,0.038128809718816555,455296.0,0.0108347097272982,12.5,35.8,9.1,ALAMEDA
06001,2014,191.29375,32443.0,1192027.0,1192027.0,63371.569444444445,1.9576694158110248,0.8387015470703761,0.05316286413348393,467554.0,0.0086471295294233,12.9,36.0,9.2,ALAMEDA
06001,2015,190.5875,25747.0,923607.0,923607.0,71224.16666666667,1.6918742468029342,0.7856872082275445,0.07711523046779277,491222.0,0.0075892366384241,12.5,36.2,9.5,ALAMEDA
06001,2016,270.9214285714286,31744.0,1304840.0,1304840.0,73441.05555555556,1.586340216908647,0.7883283570573225,0.05628357159157871,494494.0,0.0086290227990632,12.0,36.3,9.6,ALAMEDA
06001,2017,260.15000000000003,30934.0,1314687.0,1314687.0,72893.30555555556,1.4764318777939902,0.8082269405169428,0.05544536878782217,488051.0,0.0114065948025923,11.3,12.8,9.6,ALAMEDA
06001,2018,239.93571428571428,29381.0,1323933.0,1323933.0,71805.75,1.4638173126803913,0.826388091018709,0.05423669475721203,479207.0,0.0110474179216914,10.6,13.1,9.4,ALAMEDA
06001,2019,238.97857142857143,29707.0,1329186.0,1329186.0,68854.40277777778,1.4454086592138766,0.8639716212773451,0.05180193199279693,471514.0,0.0111258626467082,9.9,13.5,9.2,ALAMEDA
