year,county_name,ed_admissions,ed_visits,ed_facility_count,ed_admit_rate,ed_visits_per_facility,county_clean,fips5
2016,SAN JOAQUIN,38581.0,326636.0,7,0.1181161904995162,46662.28571428572,SAN JOAQUIN,06077
2016,SAN LUIS OBISPO,9942.0,97041.0,4,0.102451541101184,24260.25,SAN LUIS OBISPO,06079
2016,SAN MATEO,23836.0,187877.0,7,0.1268702395716346,26839.571428571428,SAN MATEO,06081
2016,SANTA BARBARA,17475.0,158988.0,5,0.1099139557702468,31797.6,SANTA BARBARA,06083
2016,SANTA CLARA,81015.0,501310.0,9,0.1616065907322814,55701.11111111111,SANTA CLARA,06085
2016,SANTA CRUZ,10232.0,74329.0,2,0.1376582491355998,37164.5,SANTA CRUZ,06087
2016,SHASTA,14057.0,91683.0,3,0.1533217717570323,30561.0,SHASTA,06089
2016,SISKIYOU,1594.0,21673.0,2,0.0735477322013565,10836.5,SISKIYOU,06093
2016,SOLANO,19419.0,193186.0,4,0.1005197063969438,48296.5,SOLANO,06095
2016,SONOMA,19411.0,161368.0,7,0.1202902682068315,23052.571428571428,SONOMA,06097
2016,STANISLAUS,33066.0,242416.0,4,0.1364018876641805,60604.0,STANISLAUS,06099
2016,TEHAMA,2020.0,30473.0,1,0.0662881895448429,30473.0,TEHAMA,06103
2016,TRINITY,289.0,4586.0,1,0.0630178805058874,4586.0,TRINITY,06105
2016,TULARE,19973.0,137561.0,3,0.1451937685826651,45853.666666666664,TULARE,06107
2016,TUOLUMNE,3268.0,30120.0,1,0.1084993359893758,30120.0,TUOLUMNE,06109
2016,VENTURA,36947.0,233514.0,7,0.1582217768527797,33359.142857142855,VENTURA,06111
2016,YOLO,4451.0,49769.0,2,0.0894331812975949,24884.5,YOLO,06113
2016,YUBA,8021.0,58653.0,1,0.1367534482464665,58653.0,YUBA,06115
2017,ALAMEDA,74336.0,573109.0,13,0.1297065654177477,44085.307692307695,ALAMEDA,06001
2017,AMADOR,1887.0,21986.0,1,0.0858273446738833,21986.0,AMADOR,06005
2017,BUTTE,27124.0,105169.0,4,0.2579086993315521,26292.25,BUTTE,06007
2017,CALAVERAS,770.0,12196.0,1,0.0631354542472941,12196.0,CALAVERAS,06009
2017,COLUSA,34.0,0.0,1,inf,0.0,COLUSA,06011
2017,CONTRA COSTA,45835.0,317150.0,7,0.1445215197855904,45307.142857142855,CONTRA COSTA,06013
2017,DEL NORTE,1741.0,18575.0,1,0.0937281292059219,18575.0,DEL NORTE,06015
2017,EL DORADO,5146.0,41908.0,2,0.1227927841939486,20954.0,EL DORADO,06017
2017,FRESNO,55242.0,294700.0,7,0.1874516457414319,42100.0,FRESNO,06019
2017,GLENN,174.0,6361.0,1,0.0273541895928313,6361.0,GLENN,06021
2017,HUMBOLDT,7454.0,58374.0,4,0.1276938362969815,14593.5,HUMBOLDT,06023
2017,IMPERIAL,7081.0,90316.0,2,0.0784024978962753,45158.0,IMPERIAL,06025
2017,INYO,677.0,10731.0,2,0.0630882489982294,5365.5,INYO,06027
2017,KERN,39557.0,326912.0,9,0.1210019821848081,36323.555555555555,KERN,06029
2017,KINGS,6915.0,115620.0,1,0.0598079916969382,115620.0,KINGS,06031
2017,LAKE,2365.0,40404.0,2,0.0585338085338085,20202.0,LAKE,06033
