Month of Eligibility,County,Dual Status,Total Eligibles,Annotation Code,Annotation Description,Status,Date of Data
2014-05,Monterey,Non-Dual,"133,355",,,F,
2014-05,Napa,Dual,"3,413",,,F,
2014-05,Napa,Non-Dual,"24,278",,,F,
2014-05,Nevada,Dual,"2,522",,,F,
2014-05,Nevada,Non-Dual,"17,939",,,F,
2014-05,Orange,Dual,"83,544",,,F,
2014-05,Orange,Non-Dual,"665,303",,,F,
2014-05,Placer,Dual,"6,607",,,F,
2014-05,Placer,Non-Dual,"46,486",,,F,
2014-05,Plumas,Dual,804,,,F,
2014-05,Plumas,Non-Dual,"4,047",,,F,
2014-05,Riverside,Dual,"59,121",,,F,
2014-05,Riverside,Non-Dual,"605,161",,,F,
2014-05,STATEWIDE,STATEWIDE,"11,220,312",,Statewide Total by MOE,F,
2014-05,Sacramento,Dual,"53,799",,,F,
2014-05,Sacramento,Non-Dual,"412,048",,,F,
2014-05,San Benito,Dual,"1,370",,,F,
2014-05,San Benito,Non-Dual,"14,341",,,F,
2014-05,San Bernardino,Dual,"63,772",,,F,
2014-05,San Bernardino,Non-Dual,"669,526",,,F,
2014-05,San Diego,Dual,"84,555",,,F,
2014-05,San Diego,Non-Dual,"621,309",,,F,
2014-05,San Francisco,Dual,"47,671",,,F,
2014-05,San Francisco,Non-Dual,"157,253",,,F,
2014-05,San Joaquin,Dual,"24,026",,,F,
2014-05,San Joaquin,Non-Dual,"229,122",,,F,
2014-05,San Luis Obispo,Dual,"6,269",,,F,
2014-05,San Luis Obispo,Non-Dual,"45,984",,,F,
2014-05,San Mateo,Dual,"17,912",,,F,
2014-05,San Mateo,Non-Dual,"112,985",,,F,
2014-05,Santa Barbara,Dual,"11,053",,,F,
2014-05,Santa Barbara,Non-Dual,"106,723",,,F,
2014-05,Santa Clara,Dual,"54,835",,,F,
2014-05,Santa Clara,Non-Dual,"328,972",,,F,
2014-05,Santa Cruz,Dual,"7,267",,,F,
2014-05,Santa Cruz,Non-Dual,"58,564",,,F,
2014-05,Shasta,Dual,"8,782",,,F,
2014-05,Shasta,Non-Dual,"48,162",,,F,
2014-05,Sierra,Dual,149,,,F,
2014-05,Sierra,Non-Dual,583,,,F,
2014-05,Siskiyou,Dual,"2,366",,,F,
2014-05,Siskiyou,Non-Dual,"12,861",,,F,
2014-05,Solano,Dual,"12,056",,,F,
2014-05,Solano,Non-Dual,"89,612",,,F,
2014-05,Sonoma,Dual,"13,210",,,F,
2014-05,Sonoma,Non-Dual,"93,997",,,F,
2014-05,Stanislaus,Dual,"19,927",,,F,
2014-05,Stanislaus,Non-Dual,"175,274",,,F,
2014-05,Sutter,Dual,"4,241",,,F,
2014-05,Sutter,Non-Dual,"30,935",,,F,
2014-05,Tehama,Dual,"3,189",,,F,
2014-05,Tehama,Non-Dual,"21,029",,,F,
2014-05,Trinity,Dual,676,,,F,
2014-05,Trinity,Non-Dual,"3,559",,,F,
2014-05,Tulare,Dual,"18,489",,,F,
2014-05,Tulare,Non-Dual,"203,389",,,F,
2014-05,Tuolumne,Dual,"1,907",,,F,
2014-05,Tuolumne,Non-Dual,"11,117",,,F,
2014-05,Ventura,Dual,"20,050",,,F,
2014-05,Ventura,Non-Dual,"175,571",,,F,
2014-05,Yolo,Dual,"5,724",,,F,
2014-05,Yolo,Non-Dual,"41,679",,,F,
2014-05,Yuba,Dual,"3,042",,,F,
2014-05,Yuba,Non-Dual,"24,007",,,F,
2014-04,Alameda,Dual,"52,472",,,F,
2014-04,Alameda,Non-Dual,"321,101",,,F,
2014-04,Alpine,Dual,48,,,F,
2014-04,Alpine,Non-Dual,284,,,F,
2014-04,Amador,Dual,904,,,F,
2014-04,Amador,Non-Dual,"6,035",,,F,
2014-04,Butte,Dual,"10,532",,,F,
2014-04,Butte,Non-Dual,"60,665",,,F,
2014-04,Calaveras,Dual,"1,222",,,F,
2014-04,Calaveras,Non-Dual,"8,913",,,F,
2014-04,Colusa,Dual,744,,,F,
2014-04,Colusa,Non-Dual,"6,810",,,F,
2014-04,Contra Costa,Dual,"26,303",,,F,
2014-04,Contra Costa,Non-Dual,"194,746",,,F,
2014-04,Del Norte,Dual,"1,448",,,F,
2014-04,Del Norte,Non-Dual,"8,874",,,F,
2014-04,El Dorado,Dual,"3,722",,,F,
2014-04,El Dorado,Non-Dual,"27,995",,,F,
2014-04,Fresno,Dual,"35,415",,,F,
2014-04,Fresno,Non-Dual,"373,382",,,F,
2014-04,Glenn,Dual,"1,157",,,F,
2014-04,Glenn,Non-Dual,"9,079",,,F,
2014-04,Humboldt,Dual,"5,582",,,F,
2014-04,Humboldt,Non-Dual,"36,254",,,F,
2014-04,Imperial,Dual,"12,223",,,F,
2014-04,Imperial,Non-Dual,"65,637",,,F,
2014-04,Inyo,Dual,664,,,F,
2014-04,Inyo,Non-Dual,"4,191",,,F,
2014-04,Kern,Dual,"27,694",,,F,
2014-04,Kern,Non-Dual,"296,163",,,F,
2014-04,Kings,Dual,"4,230",,,F,
2014-04,Kings,Non-Dual,"43,652",,,F,
2014-04,Lake,Dual,"4,117",,,F,
2014-04,Lake,Non-Dual,"20,882",,,F,
2014-04,Lassen,Dual,886,,,F,
2014-04,Lassen,Non-Dual,"5,665",,,F,
2014-04,Los Angeles,Dual,"415,487",,,F,
2014-04,Los Angeles,Non-Dual,"2,958,362",,,F,
2014-04,Madera,Dual,"4,655",,,F,
2014-04,Madera,Non-Dual,"55,880",,,F,
2014-04,Marin,Dual,"4,838",,,F,
2014-04,Marin,Non-Dual,"31,643",,,F,
2014-04,Mariposa,Dual,573,,,F,
2014-04,Mariposa,Non-Dual,"3,671",,,F,
2014-04,Mendocino,Dual,"4,076",,,F,
2014-04,Mendocino,Non-Dual,"29,820",,,F,
2014-04,Merced,Dual,"10,019",,,F,
2014-04,Merced,Non-Dual,"105,640",,,F,
2014-04,Modoc,Dual,485,,,F,
2014-04,Modoc,Non-Dual,"2,188",,,F,
2014-04,Mono,Dual,139,,,F,
2014-04,Mono,Non-Dual,"2,715",,,F,
2014-04,Monterey,Dual,"10,906",,,F,
2014-04,Monterey,Non-Dual,"131,332",,,F,
2014-04,Napa,Dual,"3,368",,,F,
2014-04,Napa,Non-Dual,"23,871",,,F,
2014-04,Nevada,Dual,"2,508",,,F,
2014-04,Nevada,Non-Dual,"17,673",,,F,
2014-04,Orange,Dual,"83,020",,,F,
2014-04,Orange,Non-Dual,"655,270",,,F,
2014-04,Placer,Dual,"6,537",,,F,
2014-04,Placer,Non-Dual,"45,588",,,F,
2014-04,Plumas,Dual,798,,,F,
2014-04,Plumas,Non-Dual,"3,989",,,F,
2014-04,Riverside,Dual,"58,633",,,F,
2014-04,Riverside,Non-Dual,"594,398",,,F,
2014-04,STATEWIDE,STATEWIDE,"11,059,874",,Statewide Total by MOE,F,
2014-04,Sacramento,Dual,"53,311",,,F,
2014-04,Sacramento,Non-Dual,"404,561",,,F,
2014-04,San Benito,Dual,"1,361",,,F,
2014-04,San Benito,Non-Dual,"14,179",,,F,
2014-04,San Bernardino,Dual,"63,328",,,F,
2014-04,San Bernardino,Non-Dual,"659,238",,,F,
2014-04,San Diego,Dual,"84,048",,,F,
2014-04,San Diego,Non-Dual,"610,564",,,F,
2014-04,San Francisco,Dual,"47,562",,,F,
2014-04,San Francisco,Non-Dual,"154,864",,,F,
2014-04,San Joaquin,Dual,"23,855",,,F,
2014-04,San Joaquin,Non-Dual,"225,515",,,F,
2014-04,San Luis Obispo,Dual,"6,239",,,F,
2014-04,San Luis Obispo,Non-Dual,"45,072",,,F,
2014-04,San Mateo,Dual,"17,791",,,F,
2014-04,San Mateo,Non-Dual,"110,632",,,F,
2014-04,Santa Barbara,Dual,"10,979",,,F,
2014-04,Santa Barbara,Non-Dual,"105,310",,,F,
2014-04,Santa Clara,Dual,"54,510",,,F,
2014-04,Santa Clara,Non-Dual,"323,763",,,F,
2014-04,Santa Cruz,Dual,"7,184",,,F,
2014-04,Santa Cruz,Non-Dual,"57,591",,,F,
2014-04,Shasta,Dual,"8,746",,,F,
2014-04,Shasta,Non-Dual,"47,458",,,F,
2014-04,Sierra,Dual,152,,,F,
2014-04,Sierra,Non-Dual,571,,,F,
2014-04,Siskiyou,Dual,"2,338",,,F,
2014-04,Siskiyou,Non-Dual,"12,662",,,F,
2014-04,Solano,Dual,"11,991",,,F,
2014-04,Solano,Non-Dual,"88,106",,,F,
2014-04,Sonoma,Dual,"13,097",,,F,
2014-04,Sonoma,Non-Dual,"92,514",,,F,
2014-04,Stanislaus,Dual,"19,853",,,F,
2014-04,Stanislaus,Non-Dual,"172,140",,,F,
2014-04,Sutter,Dual,"4,206",,,F,
2014-04,Sutter,Non-Dual,"30,391",,,F,
2014-04,Tehama,Dual,"3,181",,,F,
2014-04,Tehama,Non-Dual,"20,576",,,F,
2014-04,Trinity,Dual,672,,,F,
2014-04,Trinity,Non-Dual,"3,475",,,F,
2014-04,Tulare,Dual,"18,365",,,F,
2014-04,Tulare,Non-Dual,"201,066",,,F,
2014-04,Tuolumne,Dual,"1,909",,,F,
2014-04,Tuolumne,Non-Dual,"10,931",,,F,
2014-04,Ventura,Dual,"19,882",,,F,
2014-04,Ventura,Non-Dual,"172,889",,,F,
2014-04,Yolo,Dual,"5,678",,,F,
2014-04,Yolo,Non-Dual,"41,118",,,F,
2014-04,Yuba,Dual,"3,012",,,F,
2014-04,Yuba,Non-Dual,"23,665",,,F,
2014-03,Alameda,Dual,"52,121",,,F,
2014-03,Alameda,Non-Dual,"313,503",,,F,
2014-03,Alpine,Dual,47,,,F,
2014-03,Alpine,Non-Dual,279,,,F,
2014-03,Amador,Dual,905,,,F,
2014-03,Amador,Non-Dual,"5,820",,,F,
2014-03,Butte,Dual,"10,471",,,F,
2014-03,Butte,Non-Dual,"59,033",,,F,
2014-03,Calaveras,Dual,"1,212",,,F,
2014-03,Calaveras,Non-Dual,"8,650",,,F,
2014-03,Colusa,Dual,733,,,F,
2014-03,Colusa,Non-Dual,"6,623",,,F,
2014-03,Contra Costa,Dual,"26,070",,,F,
2014-03,Contra Costa,Non-Dual,"188,332",,,F,
2014-03,Del Norte,Dual,"1,442",,,F,
2014-03,Del Norte,Non-Dual,"8,654",,,F,
2014-03,El Dorado,Dual,"3,691",,,F,
2014-03,El Dorado,Non-Dual,"27,079",,,F,
2014-03,Fresno,Dual,"35,259",,,F,
2014-03,Fresno,Non-Dual,"363,797",,,F,
2014-03,Glenn,Dual,"1,154",,,F,
2014-03,Glenn,Non-Dual,"8,916",,,F,
2014-03,Humboldt,Dual,"5,537",,,F,
2014-03,Humboldt,Non-Dual,"35,049",,,F,
2014-03,Imperial,Dual,"12,198",,,F,
2014-03,Imperial,Non-Dual,"63,720",,,F,
2014-03,Inyo,Dual,670,,,F,
2014-03,Inyo,Non-Dual,"4,116",,,F,
2014-03,Kern,Dual,"27,515",,,F,
2014-03,Kern,Non-Dual,"289,074",,,F,
2014-03,Kings,Dual,"4,228",,,F,
2014-03,Kings,Non-Dual,"42,843",,,F,
2014-03,Lake,Dual,"4,120",,,F,
2014-03,Lake,Non-Dual,"20,269",,,F,
2014-03,Lassen,Dual,880,,,F,
2014-03,Lassen,Non-Dual,"5,555",,,F,
2014-03,Los Angeles,Dual,"412,621",,,F,
2014-03,Los Angeles,Non-Dual,"2,881,824",,,F,
2014-03,Madera,Dual,"4,646",,,F,
2014-03,Madera,Non-Dual,"54,643",,,F,
2014-03,Marin,Dual,"4,837",,,F,
2014-03,Marin,Non-Dual,"30,718",,,F,
2014-03,Mariposa,Dual,570,,,F,
2014-03,Mariposa,Non-Dual,"3,605",,,F,
2014-03,Mendocino,Dual,"4,057",,,F,
2014-03,Mendocino,Non-Dual,"29,165",,,F,
2014-03,Merced,Dual,"9,956",,,F,
2014-03,Merced,Non-Dual,"103,021",,,F,
2014-03,Modoc,Dual,482,,,F,
2014-03,Modoc,Non-Dual,"2,120",,,F,
2014-03,Mono,Dual,135,,,F,
2014-03,Mono,Non-Dual,"2,610",,,F,
2014-03,Monterey,Dual,"10,817",,,F,
2014-03,Monterey,Non-Dual,"128,643",,,F,
2014-03,Napa,Dual,"3,352",,,F,
2014-03,Napa,Non-Dual,"23,328",,,F,
2014-03,Nevada,Dual,"2,487",,,F,
2014-03,Nevada,Non-Dual,"17,178",,,F,
2014-03,Orange,Dual,"82,412",,,F,
2014-03,Orange,Non-Dual,"635,596",,,F,
2014-03,Placer,Dual,"6,487",,,F,
2014-03,Placer,Non-Dual,"44,089",,,F,
2014-03,Plumas,Dual,792,,,F,
2014-03,Plumas,Non-Dual,"3,863",,,F,
2014-03,Riverside,Dual,"58,211",,,F,
2014-03,Riverside,Non-Dual,"576,062",,,F,
2014-03,STATEWIDE,STATEWIDE,"10,782,135",,Statewide Total by MOE,F,
2014-03,Sacramento,Dual,"52,795",,,F,
2014-03,Sacramento,Non-Dual,"392,813",,,F,
2014-03,San Benito,Dual,"1,356",,,F,
2014-03,San Benito,Non-Dual,"13,861",,,F,
2014-03,San Bernardino,Dual,"62,872",,,F,
2014-03,San Bernardino,Non-Dual,"641,341",,,F,
2014-03,San Diego,Dual,"83,488",,,F,
2014-03,San Diego,Non-Dual,"588,620",,,F,
2014-03,San Francisco,Dual,"47,305",,,F,
2014-03,San Francisco,Non-Dual,"150,145",,,F,
2014-03,San Joaquin,Dual,"23,667",,,F,
2014-03,San Joaquin,Non-Dual,"219,692",,,F,
2014-03,San Luis Obispo,Dual,"6,178",,,F,
2014-03,San Luis Obispo,Non-Dual,"43,373",,,F,
2014-03,San Mateo,Dual,"17,669",,,F,
2014-03,San Mateo,Non-Dual,"107,194",,,F,
2014-03,Santa Barbara,Dual,"10,892",,,F,
2014-03,Santa Barbara,Non-Dual,"103,021",,,F,
2014-03,Santa Clara,Dual,"54,225",,,F,
2014-03,Santa Clara,Non-Dual,"314,810",,,F,
2014-03,Santa Cruz,Dual,"7,132",,,F,
2014-03,Santa Cruz,Non-Dual,"55,753",,,F,
2014-03,Shasta,Dual,"8,707",,,F,
2014-03,Shasta,Non-Dual,"46,440",,,F,
2014-03,Sierra,Dual,147,,,F,
2014-03,Sierra,Non-Dual,567,,,F,
2014-03,Siskiyou,Dual,"2,334",,,F,
2014-03,Siskiyou,Non-Dual,"12,409",,,F,
2014-03,Solano,Dual,"11,900",,,F,
2014-03,Solano,Non-Dual,"85,420",,,F,
2014-03,Sonoma,Dual,"12,955",,,F,
2014-03,Sonoma,Non-Dual,"90,110",,,F,
2014-03,Stanislaus,Dual,"19,709",,,F,
2014-03,Stanislaus,Non-Dual,"167,373",,,F,
2014-03,Sutter,Dual,"4,171",,,F,
2014-03,Sutter,Non-Dual,"29,640",,,F,
2014-03,Tehama,Dual,"3,159",,,F,
2014-03,Tehama,Non-Dual,"20,081",,,F,
2014-03,Trinity,Dual,664,,,F,
2014-03,Trinity,Non-Dual,"3,367",,,F,
2014-03,Tulare,Dual,"18,223",,,F,
2014-03,Tulare,Non-Dual,"196,998",,,F,
2014-03,Tuolumne,Dual,"1,907",,,F,
2014-03,Tuolumne,Non-Dual,"10,652",,,F,
2014-03,Ventura,Dual,"19,727",,,F,
2014-03,Ventura,Non-Dual,"167,734",,,F,
2014-03,Yolo,Dual,"5,655",,,F,
2014-03,Yolo,Non-Dual,"39,850",,,F,
2014-03,Yuba,Dual,"2,996",,,F,
2014-03,Yuba,Non-Dual,"23,146",,,F,
2014-02,Alameda,Dual,"51,628",,,F,
2014-02,Alameda,Non-Dual,"298,304",,,F,
2014-02,Alpine,Dual,46,,,F,
2014-02,Alpine,Non-Dual,266,,,F,
2014-02,Amador,Dual,895,,,F,
2014-02,Amador,Non-Dual,"5,468",,,F,
2014-02,Butte,Dual,"10,361",,,F,
2014-02,Butte,Non-Dual,"56,106",,,F,
2014-02,Calaveras,Dual,"1,203",,,F,
2014-02,Calaveras,Non-Dual,"8,144",,,F,
2014-02,Colusa,Dual,727,,,F,
2014-02,Colusa,Non-Dual,"6,294",,,F,
2014-02,Contra Costa,Dual,"25,764",,,F,
2014-02,Contra Costa,Non-Dual,"176,532",,,F,
2014-02,Del Norte,Dual,"1,434",,,F,
2014-02,Del Norte,Non-Dual,"8,388",,,F,
2014-02,El Dorado,Dual,"3,650",,,F,
2014-02,El Dorado,Non-Dual,"25,292",,,F,
2014-02,Fresno,Dual,"34,984",,,F,
2014-02,Fresno,Non-Dual,"347,340",,,F,
2014-02,Glenn,Dual,"1,142",,,F,
2014-02,Glenn,Non-Dual,"8,513",,,F,
2014-02,Humboldt,Dual,"5,469",,,F,
2014-02,Humboldt,Non-Dual,"32,826",,,F,
2014-02,Imperial,Dual,"12,081",,,F,
2014-02,Imperial,Non-Dual,"60,133",,,F,
2014-02,Inyo,Dual,652,,,F,
2014-02,Inyo,Non-Dual,"3,956",,,F,
2014-02,Kern,Dual,"27,167",,,F,
2014-02,Kern,Non-Dual,"272,930",,,F,
2014-02,Kings,Dual,"4,205",,,F,
2014-02,Kings,Non-Dual,"40,789",,,F,
2014-02,Lake,Dual,"4,066",,,F,
2014-02,Lake,Non-Dual,"19,340",,,F,
2014-02,Lassen,Dual,864,,,F,
2014-02,Lassen,Non-Dual,"5,370",,,F,
2014-02,Los Angeles,Dual,"408,901",,,F,
2014-02,Los Angeles,Non-Dual,"2,738,059",,,F,
2014-02,Madera,Dual,"4,595",,,F,
2014-02,Madera,Non-Dual,"52,244",,,F,
2014-02,Marin,Dual,"4,781",,,F,
2014-02,Marin,Non-Dual,"28,812",,,F,
2014-02,Mariposa,Dual,562,,,F,
2014-02,Mariposa,Non-Dual,"3,433",,,F,
2014-02,Mendocino,Dual,"4,007",,,F,
2014-02,Mendocino,Non-Dual,"27,895",,,F,
2014-02,Merced,Dual,"9,845",,,F,
2014-02,Merced,Non-Dual,"97,914",,,F,
2014-02,Modoc,Dual,480,,,F,
2014-02,Modoc,Non-Dual,"1,963",,,F,
2014-02,Mono,Dual,135,,,F,
2014-02,Mono,Non-Dual,"2,429",,,F,
2014-02,Monterey,Dual,"10,651",,,F,
2014-02,Monterey,Non-Dual,"122,714",,,F,
2014-02,Napa,Dual,"3,322",,,F,
2014-02,Napa,Non-Dual,"21,810",,,F,
2014-02,Nevada,Dual,"2,462",,,F,
2014-02,Nevada,Non-Dual,"16,065",,,F,
2014-02,Orange,Dual,"81,706",,,F,
2014-02,Orange,Non-Dual,"594,897",,,F,
2014-02,Placer,Dual,"6,427",,,F,
2014-02,Placer,Non-Dual,"41,039",,,F,
2014-02,Plumas,Dual,793,,,F,
2014-02,Plumas,Non-Dual,"3,574",,,F,
2014-02,Riverside,Dual,"57,509",,,F,
2014-02,Riverside,Non-Dual,"538,256",,,F,
2014-02,STATEWIDE,STATEWIDE,"10,246,871",,Statewide Total by MOE,F,
2014-02,Sacramento,Dual,"52,231",,,F,
2014-02,Sacramento,Non-Dual,"370,993",,,F,
2014-02,San Benito,Dual,"1,342",,,F,
2014-02,San Benito,Non-Dual,"13,140",,,F,
2014-02,San Bernardino,Dual,"62,020",,,F,
2014-02,San Bernardino,Non-Dual,"602,478",,,F,
2014-02,San Diego,Dual,"82,778",,,F,
2014-02,San Diego,Non-Dual,"552,653",,,F,
2014-02,San Francisco,Dual,"47,052",,,F,
2014-02,San Francisco,Non-Dual,"139,075",,,F,
2014-02,San Joaquin,Dual,"23,452",,,F,
2014-02,San Joaquin,Non-Dual,"208,037",,,F,
2014-02,San Luis Obispo,Dual,"6,127",,,F,
2014-02,San Luis Obispo,Non-Dual,"40,435",,,F,
2014-02,San Mateo,Dual,"17,540",,,F,
2014-02,San Mateo,Non-Dual,"100,791",,,F,
2014-02,Santa Barbara,Dual,"10,777",,,F,
2014-02,Santa Barbara,Non-Dual,"97,851",,,F,
2014-02,Santa Clara,Dual,"53,820",,,F,
2014-02,Santa Clara,Non-Dual,"297,641",,,F,
2014-02,Santa Cruz,Dual,"7,078",,,F,
2014-02,Santa Cruz,Non-Dual,"52,504",,,F,
2014-02,Shasta,Dual,"8,640",,,F,
2014-02,Shasta,Non-Dual,"44,334",,,F,
2014-02,Sierra,Dual,143,,,F,
2014-02,Sierra,Non-Dual,541,,,F,
2014-02,Siskiyou,Dual,"2,311",,,F,
2014-02,Siskiyou,Non-Dual,"11,851",,,F,
2014-02,Solano,Dual,"11,786",,,F,
2014-02,Solano,Non-Dual,"80,840",,,F,
2014-02,Sonoma,Dual,"12,848",,,F,
2014-02,Sonoma,Non-Dual,"85,129",,,F,
2014-02,Stanislaus,Dual,"19,501",,,F,
2014-02,Stanislaus,Non-Dual,"157,726",,,F,
2014-02,Sutter,Dual,"4,137",,,F,
2014-02,Sutter,Non-Dual,"28,152",,,F,
2014-02,Tehama,Dual,"3,117",,,F,
2014-02,Tehama,Non-Dual,"19,187",,,F,
2014-02,Trinity,Dual,656,,,F,
2014-02,Trinity,Non-Dual,"3,116",,,F,
2014-02,Tulare,Dual,"18,009",,,F,
2014-02,Tulare,Non-Dual,"188,746",,,F,
2014-02,Tuolumne,Dual,"1,867",,,F,
2014-02,Tuolumne,Non-Dual,"10,081",,,F,
2014-02,Ventura,Dual,"19,502",,,F,
2014-02,Ventura,Non-Dual,"156,825",,,F,
2014-02,Yolo,Dual,"5,599",,,F,
2014-02,Yolo,Non-Dual,"37,686",,,F,
2014-02,Yuba,Dual,"2,971",,,F,
2014-02,Yuba,Non-Dual,"22,146",,,F,
2014-01,Alameda,Dual,"51,413",,,F,
2014-01,Alameda,Non-Dual,"289,136",,,F,
2014-01,Alpine,Dual,45,,,F,
2014-01,Alpine,Non-Dual,256,,,F,
2014-01,Amador,Dual,894,,,F,
2014-01,Amador,Non-Dual,"5,267",,,F,
2014-01,Butte,Dual,"10,313",,,F,
2014-01,Butte,Non-Dual,"54,064",,,F,
2014-01,Calaveras,Dual,"1,190",,,F,
2014-01,Calaveras,Non-Dual,"7,812",,,F,
2014-01,Colusa,Dual,717,,,F,
2014-01,Colusa,Non-Dual,"6,103",,,F,
2014-01,Contra Costa,Dual,"25,657",,,F,
2014-01,Contra Costa,Non-Dual,"169,179",,,F,
2014-01,Del Norte,Dual,"1,430",,,F,
2014-01,Del Norte,Non-Dual,"8,154",,,F,
2014-01,El Dorado,Dual,"3,610",,,F,
2014-01,El Dorado,Non-Dual,"24,085",,,F,
2014-01,Fresno,Dual,"34,812",,,F,
2014-01,Fresno,Non-Dual,"330,808",,,F,
2014-01,Glenn,Dual,"1,137",,,F,
2014-01,Glenn,Non-Dual,"8,300",,,F,
2014-01,Humboldt,Dual,"5,451",,,F,
2014-01,Humboldt,Non-Dual,"31,315",,,F,
2014-01,Imperial,Dual,"12,024",,,F,
2014-01,Imperial,Non-Dual,"58,026",,,F,
2014-01,Inyo,Dual,650,,,F,
2014-01,Inyo,Non-Dual,"3,802",,,F,
2014-01,Kern,Dual,"26,979",,,F,
2014-01,Kern,Non-Dual,"262,309",,,F,
2014-01,Kings,Dual,"4,166",,,F,
2014-01,Kings,Non-Dual,"39,645",,,F,
2014-01,Lake,Dual,"4,028",,,F,
2014-01,Lake,Non-Dual,"18,671",,,F,
2014-01,Lassen,Dual,857,,,F,
2014-01,Lassen,Non-Dual,"5,166",,,F,
2014-01,Los Angeles,Dual,"406,649",,,F,
2014-01,Los Angeles,Non-Dual,"2,672,832",,,F,
2014-01,Madera,Dual,"4,565",,,F,
2014-01,Madera,Non-Dual,"50,814",,,F,
2014-01,Marin,Dual,"4,757",,,F,
2014-01,Marin,Non-Dual,"27,533",,,F,
2014-01,Mariposa,Dual,556,,,F,
2014-01,Mariposa,Non-Dual,"3,277",,,F,
2014-01,Mendocino,Dual,"3,981",,,F,
2014-01,Mendocino,Non-Dual,"26,865",,,F,
2014-01,Merced,Dual,"9,786",,,F,
2014-01,Merced,Non-Dual,"93,379",,,F,
2014-01,Modoc,Dual,475,,,F,
2014-01,Modoc,Non-Dual,"1,916",,,F,
2014-01,Mono,Dual,134,,,F,
2014-01,Mono,Non-Dual,"2,318",,,F,
2014-01,Monterey,Dual,"10,548",,,F,
2014-01,Monterey,Non-Dual,"117,818",,,F,
2014-01,Napa,Dual,"3,319",,,F,
2014-01,Napa,Non-Dual,"20,968",,,F,
2014-01,Nevada,Dual,"2,450",,,F,
2014-01,Nevada,Non-Dual,"15,477",,,F,
2014-01,Orange,Dual,"81,261",,,F,
2014-01,Orange,Non-Dual,"569,579",,,F,
2014-01,Placer,Dual,"6,367",,,F,
2014-01,Placer,Non-Dual,"39,190",,,F,
2014-01,Plumas,Dual,784,,,F,
2014-01,Plumas,Non-Dual,"3,461",,,F,
2014-01,Riverside,Dual,"57,010",,,F,
2014-01,Riverside,Non-Dual,"512,517",,,F,
2014-01,STATEWIDE,STATEWIDE,"9,907,782",,Statewide Total by MOE,F,
2014-01,Sacramento,Dual,"51,855",,,F,
2014-01,Sacramento,Non-Dual,"354,346",,,F,
2014-01,San Benito,Dual,"1,331",,,F,
2014-01,San Benito,Non-Dual,"12,713",,,F,
2014-01,San Bernardino,Dual,"61,522",,,F,
2014-01,San Bernardino,Non-Dual,"574,599",,,F,
2014-01,San Diego,Dual,"82,342",,,F,
2014-01,San Diego,Non-Dual,"528,791",,,F,
2014-01,San Francisco,Dual,"47,034",,,F,
2014-01,San Francisco,Non-Dual,"131,496",,,F,
2014-01,San Joaquin,Dual,"23,311",,,F,
2014-01,San Joaquin,Non-Dual,"198,967",,,F,
2014-01,San Luis Obispo,Dual,"6,111",,,F,
2014-01,San Luis Obispo,Non-Dual,"38,351",,,F,
2014-01,San Mateo,Dual,"17,479",,,F,
2014-01,San Mateo,Non-Dual,"97,085",,,F,
2014-01,Santa Barbara,Dual,"10,687",,,F,
2014-01,Santa Barbara,Non-Dual,"94,206",,,F,
2014-01,Santa Clara,Dual,"53,532",,,F,
2014-01,Santa Clara,Non-Dual,"287,038",,,F,
2014-01,Santa Cruz,Dual,"7,048",,,F,
2014-01,Santa Cruz,Non-Dual,"49,856",,,F,
2014-01,Shasta,Dual,"8,625",,,F,
2014-01,Shasta,Non-Dual,"42,767",,,F,
2014-01,Sierra,Dual,142,,,F,
2014-01,Sierra,Non-Dual,535,,,F,
2014-01,Siskiyou,Dual,"2,307",,,F,
2014-01,Siskiyou,Non-Dual,"11,262",,,F,
2014-01,Solano,Dual,"11,753",,,F,
2014-01,Solano,Non-Dual,"77,375",,,F,
2014-01,Sonoma,Dual,"12,754",,,F,
2014-01,Sonoma,Non-Dual,"81,499",,,F,
2014-01,Stanislaus,Dual,"19,359",,,F,
2014-01,Stanislaus,Non-Dual,"149,875",,,F,
2014-01,Sutter,Dual,"4,136",,,F,
2014-01,Sutter,Non-Dual,"27,267",,,F,
2014-01,Tehama,Dual,"3,116",,,F,
2014-01,Tehama,Non-Dual,"18,600",,,F,
2014-01,Trinity,Dual,649,,,F,
2014-01,Trinity,Non-Dual,"2,991",,,F,
2014-01,Tulare,Dual,"17,897",,,F,
2014-01,Tulare,Non-Dual,"181,954",,,F,
2014-01,Tuolumne,Dual,"1,854",,,F,
2014-01,Tuolumne,Non-Dual,"9,660",,,F,
2014-01,Ventura,Dual,"19,363",,,F,
2014-01,Ventura,Non-Dual,"148,181",,,F,
2014-01,Yolo,Dual,"5,556",,,F,
2014-01,Yolo,Non-Dual,"36,196",,,F,
2014-01,Yuba,Dual,"2,941",,,F,
2014-01,Yuba,Non-Dual,"21,411",,,F,
2013-12,Alameda,Dual,"50,624",,,F,
2013-12,Alameda,Non-Dual,"226,617",,,F,
2013-12,Alpine,Dual,46,,,F,
2013-12,Alpine,Non-Dual,155,,,F,
2013-12,Amador,Dual,882,,,F,
2013-12,Amador,Non-Dual,"4,033",,,F,
2013-12,Butte,Dual,"10,206",,,F,
2013-12,Butte,Non-Dual,"44,211",,,F,
2013-12,Calaveras,Dual,"1,169",,,F,
